Monitoring Date,Officer ID,Officer Name,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID
3/23/2022,25,Diana Taylor,2,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",552,Noise Level Measurement,Description 7,3.58,Equipment 12,30.45,Non-Compliant,3,3865
2/18/2022,5,Xena Perez,23,Speers Point Park,"Park Road, Speers Point, NSW 2284",36,Water Quality Test,Description 148,5.48,Equipment 10,462.1,Non-Compliant,1,256
11/28/2022,5,Vicky Turner,17,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",72,Air Quality Check,Description 66,4.04,Equipment 10,74.69,Non-Compliant,2,499
9/29/2022,5,Grace Jones,24,Redhead Beach,"Beach Road, Redhead, NSW 2290",977,Soil Quality Test,Description 176,2.34,Equipment 16,259.83,Compliant,3,4242
9/19/2022,4,Vicky Turner,12,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",414,Water Quality Test,Description 7,4.38,Equipment 19,377.35,Non-Compliant,3,2137
6/20/2022,4,Paula Young,5,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",684,Air Quality Check,Description 187,3.81,Equipment 13,37.15,Non-Compliant,4,3764
3/11/2022,25,Fiona Wilson,5,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",241,Water Quality Test,Description 126,4.81,Equipment 8,108.85,Compliant,3,1152
1/6/2022,13,Samantha Wright,15,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",786,Soil Quality Test,Description 154,2.72,Equipment 2,142.71,Non-Compliant,2,4365
2/18/2022,8,Olivia Hall,13,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",375,Water Quality Test,Description 34,4.16,Equipment 11,393.23,Compliant,4,1629
9/11/2022,8,Alice Johnson,5,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",131,Soil Quality Test,Description 50,5.89,Equipment 14,217.39,Compliant,2,3545
12/31/2022,10,Yvonne Cook,5,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",32,Water Quality Test,Description 39,5.49,Equipment 17,484.07,Non-Compliant,2,3778
10/12/2022,4,Fiona Wilson,16,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",970,Soil Quality Test,Description 170,4.9,Equipment 19,256.08,Compliant,1,1669
3/22/2022,13,Beth Smith,13,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",51,Soil Quality Test,Description 9,7.08,Equipment 4,437.48,Compliant,1,3767
12/12/2022,21,Hannah Moore,1,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",452,Soil Quality Test,Description 149,1.72,Equipment 19,137.52,Non-Compliant,4,3514
10/14/2022,8,Diana Taylor,3,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",494,Noise Level Measurement,Description 22,6.03,Equipment 12,325.09,Non-Compliant,2,985
4/7/2022,18,Diana Taylor,21,Lambton Park,"Morehead Street, Lambton, NSW 2299",688,Water Quality Test,Description 108,6.3,Equipment 12,7.95,Non-Compliant,5,995
9/13/2022,14,Wendy Mitchell,2,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",931,Soil Quality Test,Description 149,3.54,Equipment 8,358.9,Non-Compliant,2,1137
2/4/2022,2,Fiona Wilson,8,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",974,Noise Level Measurement,Description 45,1.24,Equipment 11,64.36,Compliant,3,2892
12/25/2022,1,Laura Clark,14,Waratah Park,"Turton Road, Waratah, NSW 2298",508,Noise Level Measurement,Description 115,5.34,Equipment 19,332.14,Non-Compliant,5,3031
3/30/2022,11,Beth Smith,10,King Edward Park,"Reserve Road, Newcastle, NSW 2300",981,Water Quality Test,Description 99,3.72,Equipment 15,59.94,Compliant,1,1812
4/29/2022,25,Hannah Moore,14,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",30,Water Quality Test,Description 124,1.77,Equipment 6,78.98,Compliant,3,1981
10/14/2022,23,Zoe Ward,9,King Edward Park,"Reserve Road, Newcastle, NSW 2300",554,Air Quality Check,Description 69,1.01,Equipment 7,172.33,Compliant,3,2787
11/20/2022,6,Yvonne Cook,19,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",801,Water Quality Test,Description 139,6.32,Equipment 1,73.38,Compliant,4,2
7/23/2022,6,Zoe Ward,7,Merewether Beach,"John Parade, Merewether, NSW 2291",203,Noise Level Measurement,Description 93,6.4,Equipment 7,327.03,Non-Compliant,5,1450
3/20/2022,14,Xena Perez,7,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",491,Noise Level Measurement,Description 190,5.04,Equipment 20,181.02,Non-Compliant,3,2568
8/28/2022,3,Samantha Wright,9,Speers Point Park,"Park Road, Speers Point, NSW 2284",189,Soil Quality Test,Description 134,4,Equipment 8,412.56,Non-Compliant,1,1524
10/30/2022,23,Megan Lewis,12,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",333,Noise Level Measurement,Description 197,4.12,Equipment 10,28.16,Compliant,4,1036
9/19/2022,1,Zoe Ward,14,Redhead Beach,"Beach Road, Redhead, NSW 2290",492,Air Quality Check,Description 46,4.54,Equipment 13,366.27,Compliant,4,3547
2/18/2022,6,Rachel King,14,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",773,Soil Quality Test,Description 11,4.04,Equipment 17,367.14,Compliant,2,1260
11/23/2022,20,Laura Clark,21,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",292,Noise Level Measurement,Description 44,4.13,Equipment 2,93.01,Compliant,1,1131
10/11/2022,5,Isabella Thompson,16,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",871,Water Quality Test,Description 158,4.95,Equipment 11,442.99,Non-Compliant,3,1653
3/16/2022,10,Olivia Hall,3,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",970,Air Quality Check,Description 101,5.45,Equipment 16,478.68,Non-Compliant,2,2594
8/21/2022,9,Wendy Mitchell,3,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",663,Noise Level Measurement,Description 109,5.53,Equipment 8,254.66,Compliant,4,2039
4/8/2022,1,Paula Young,1,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",105,Water Quality Test,Description 1,6.84,Equipment 13,356.11,Compliant,2,430
4/9/2022,10,Megan Lewis,5,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",419,Air Quality Check,Description 11,1.42,Equipment 1,280.72,Compliant,3,2724
8/29/2022,14,Samantha Wright,14,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",916,Noise Level Measurement,Description 121,4.05,Equipment 3,34.21,Non-Compliant,1,1148
10/25/2022,15,Samantha Wright,2,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",890,Noise Level Measurement,Description 94,1.12,Equipment 7,202.79,Compliant,3,1868
5/27/2022,6,Olivia Hall,13,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",816,Noise Level Measurement,Description 69,1.12,Equipment 19,40.45,Compliant,2,1948
3/24/2022,20,Zoe Ward,7,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",612,Soil Quality Test,Description 38,5.47,Equipment 7,5.51,Non-Compliant,4,480
8/29/2022,25,Jane White,7,Lambton Park,"Morehead Street, Lambton, NSW 2299",998,Air Quality Check,Description 79,4.37,Equipment 3,106.22,Non-Compliant,1,1393
3/30/2022,6,Alice Johnson,12,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",817,Air Quality Check,Description 91,2.1,Equipment 1,208.51,Compliant,4,1468
9/19/2022,8,Alice Johnson,12,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",659,Soil Quality Test,Description 22,6.09,Equipment 17,398.16,Compliant,3,4341
3/1/2022,22,Tina Scott,12,Waratah Park,"Turton Road, Waratah, NSW 2298",113,Noise Level Measurement,Description 78,4.44,Equipment 16,408.65,Compliant,5,883
3/21/2022,2,Diana Taylor,15,King Edward Park,"Reserve Road, Newcastle, NSW 2300",380,Soil Quality Test,Description 56,5.15,Equipment 5,453.61,Compliant,3,202
6/13/2022,3,Vicky Turner,6,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",602,Noise Level Measurement,Description 126,6.32,Equipment 7,284,Compliant,1,3222
5/2/2022,16,Olivia Hall,10,King Edward Park,"Reserve Road, Newcastle, NSW 2300",335,Soil Quality Test,Description 20,2.12,Equipment 12,441.18,Compliant,1,2415
2/6/2022,25,Wendy Mitchell,4,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",603,Soil Quality Test,Description 76,5.13,Equipment 3,473.49,Compliant,4,1662
4/29/2022,23,Rachel King,13,Merewether Beach,"John Parade, Merewether, NSW 2291",643,Air Quality Check,Description 109,5.87,Equipment 7,245.32,Compliant,5,2861
5/9/2022,4,Fiona Wilson,22,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",978,Soil Quality Test,Description 132,3.3,Equipment 12,46.83,Compliant,1,2189
9/28/2022,6,Olivia Hall,20,Speers Point Park,"Park Road, Speers Point, NSW 2284",156,Water Quality Test,Description 102,4.59,Equipment 16,265.76,Non-Compliant,2,415
5/6/2022,22,Beth Smith,1,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",614,Water Quality Test,Description 111,6.41,Equipment 14,439.6,Compliant,5,3187
2/8/2022,1,Hannah Moore,23,Redhead Beach,"Beach Road, Redhead, NSW 2290",497,Soil Quality Test,Description 92,4.59,Equipment 19,436.31,Non-Compliant,2,827
1/24/2022,8,Wendy Mitchell,14,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",859,Soil Quality Test,Description 39,1.12,Equipment 8,250.98,Compliant,2,1040
5/25/2022,12,Rachel King,16,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",188,Water Quality Test,Description 20,6.55,Equipment 12,451.06,Compliant,1,1743
7/15/2022,14,Xena Perez,6,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",350,Soil Quality Test,Description 73,2.88,Equipment 18,309.58,Non-Compliant,5,3688
10/25/2022,12,Grace Jones,22,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",723,Air Quality Check,Description 89,4.14,Equipment 10,376.06,Compliant,4,2993
9/8/2022,1,Samantha Wright,7,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",335,Noise Level Measurement,Description 95,3.85,Equipment 15,270.09,Non-Compliant,1,3761
6/24/2022,13,Vicky Turner,6,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",246,Soil Quality Test,Description 103,3.67,Equipment 16,324.95,Compliant,2,2081
6/6/2022,4,Xena Perez,1,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",286,Noise Level Measurement,Description 24,1.54,Equipment 19,47.04,Compliant,1,3231
4/1/2022,25,Zoe Ward,6,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",455,Noise Level Measurement,Description 113,1.38,Equipment 16,384.32,Non-Compliant,2,91
8/6/2022,4,Olivia Hall,3,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",779,Soil Quality Test,Description 131,5.02,Equipment 17,260.02,Compliant,5,2855
9/21/2022,8,Samantha Wright,4,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",898,Soil Quality Test,Description 184,2.65,Equipment 12,313.42,Non-Compliant,4,2274
6/13/2022,22,Isabella Thompson,16,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",326,Noise Level Measurement,Description 33,3.68,Equipment 7,172.19,Non-Compliant,3,3481
4/6/2022,4,Rachel King,5,Lambton Park,"Morehead Street, Lambton, NSW 2299",872,Noise Level Measurement,Description 88,2.4,Equipment 13,101.5,Non-Compliant,2,3460
8/26/2022,7,Beth Smith,7,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",595,Noise Level Measurement,Description 94,7.36,Equipment 6,362.64,Compliant,5,2434
11/28/2022,24,Tina Scott,4,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",705,Air Quality Check,Description 46,2.41,Equipment 9,391.68,Non-Compliant,5,14
1/21/2022,23,Isabella Thompson,9,Waratah Park,"Turton Road, Waratah, NSW 2298",723,Soil Quality Test,Description 43,7.08,Equipment 12,247.63,Compliant,3,3058
10/11/2022,3,Xena Perez,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",561,Air Quality Check,Description 46,2.92,Equipment 14,311.79,Compliant,3,3945
10/13/2022,25,Hannah Moore,10,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",287,Air Quality Check,Description 21,6.84,Equipment 11,51.24,Non-Compliant,3,3863
7/2/2022,1,Hannah Moore,21,King Edward Park,"Reserve Road, Newcastle, NSW 2300",264,Water Quality Test,Description 98,6.99,Equipment 1,51.21,Compliant,4,3947
12/12/2022,24,Kate Harris,19,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",629,Noise Level Measurement,Description 71,6.56,Equipment 3,333.47,Non-Compliant,1,3695
2/15/2022,14,Isabella Thompson,14,Merewether Beach,"John Parade, Merewether, NSW 2291",233,Noise Level Measurement,Description 30,1.42,Equipment 16,16.16,Compliant,2,994
2/18/2022,2,Grace Jones,1,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",519,Soil Quality Test,Description 168,4.17,Equipment 2,178.89,Non-Compliant,4,1829
9/30/2022,4,Laura Clark,16,Speers Point Park,"Park Road, Speers Point, NSW 2284",435,Soil Quality Test,Description 137,3.44,Equipment 1,251.2,Compliant,1,2997
10/17/2022,4,Natalie Walker,10,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",495,Water Quality Test,Description 134,3.37,Equipment 17,474.92,Compliant,4,1259
2/23/2022,24,Hannah Moore,5,Redhead Beach,"Beach Road, Redhead, NSW 2290",163,Water Quality Test,Description 136,2.88,Equipment 11,276.65,Non-Compliant,4,811
8/5/2022,20,Ella Brown,23,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",999,Air Quality Check,Description 188,5.9,Equipment 7,445.47,Compliant,4,1564
4/24/2022,14,Uma Allen,22,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",126,Water Quality Test,Description 60,2.54,Equipment 14,275.09,Compliant,3,3286
8/13/2022,20,Vicky Turner,21,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",607,Soil Quality Test,Description 12,4.13,Equipment 18,123.45,Compliant,4,547
7/4/2022,20,Kate Harris,6,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",78,Water Quality Test,Description 42,4.55,Equipment 17,436.29,Compliant,5,518
5/9/2022,11,Ella Brown,1,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",642,Water Quality Test,Description 195,1.77,Equipment 4,130.43,Non-Compliant,1,2919
12/5/2022,3,Diana Taylor,4,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",24,Soil Quality Test,Description 137,2.09,Equipment 9,257.65,Compliant,1,2728
8/6/2022,16,Grace Jones,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",73,Noise Level Measurement,Description 86,5.47,Equipment 11,288.55,Compliant,2,834
3/19/2022,4,Samantha Wright,6,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",307,Noise Level Measurement,Description 3,2.61,Equipment 5,341.57,Compliant,5,2414
8/18/2022,18,Kate Harris,1,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",694,Noise Level Measurement,Description 104,7.73,Equipment 4,387.83,Non-Compliant,4,190
6/23/2022,8,Catherine Lee,15,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",179,Soil Quality Test,Description 19,2.47,Equipment 7,387.16,Non-Compliant,5,3360
10/8/2022,21,Grace Jones,23,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",5,Noise Level Measurement,Description 47,4.87,Equipment 20,112.01,Compliant,5,4390
5/15/2022,20,Isabella Thompson,5,Lambton Park,"Morehead Street, Lambton, NSW 2299",69,Soil Quality Test,Description 55,1.82,Equipment 14,337.43,Non-Compliant,2,2486
11/19/2022,8,Kate Harris,9,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",956,Soil Quality Test,Description 20,6.79,Equipment 3,159.83,Compliant,3,293
9/29/2022,24,Isabella Thompson,15,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",467,Water Quality Test,Description 163,3.35,Equipment 3,58.79,Non-Compliant,1,3329
6/16/2022,24,Kate Harris,16,Waratah Park,"Turton Road, Waratah, NSW 2298",144,Noise Level Measurement,Description 102,2.06,Equipment 15,55.82,Compliant,3,1199
10/24/2022,22,Isabella Thompson,7,King Edward Park,"Reserve Road, Newcastle, NSW 2300",548,Noise Level Measurement,Description 174,1.72,Equipment 3,358.43,Non-Compliant,2,3822
7/22/2022,5,Ella Brown,22,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",916,Water Quality Test,Description 40,1.24,Equipment 10,203.36,Non-Compliant,3,1526
8/12/2022,19,Rachel King,4,King Edward Park,"Reserve Road, Newcastle, NSW 2300",998,Air Quality Check,Description 74,6.13,Equipment 11,332.02,Non-Compliant,3,1391
7/6/2022,3,Olivia Hall,22,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",837,Water Quality Test,Description 197,6.12,Equipment 5,474.62,Non-Compliant,3,740
7/2/2022,15,Alice Johnson,6,Merewether Beach,"John Parade, Merewether, NSW 2291",966,Noise Level Measurement,Description 173,2.9,Equipment 3,397.63,Non-Compliant,5,168
3/24/2022,19,Natalie Walker,4,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",658,Air Quality Check,Description 120,1.54,Equipment 15,21.16,Non-Compliant,2,3430
5/21/2022,16,Ella Brown,8,Speers Point Park,"Park Road, Speers Point, NSW 2284",341,Soil Quality Test,Description 147,4.24,Equipment 4,82.82,Compliant,5,1648
5/28/2022,25,Diana Taylor,5,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",673,Water Quality Test,Description 104,5.04,Equipment 4,478.76,Non-Compliant,5,2559
1/10/2022,25,Paula Young,4,Redhead Beach,"Beach Road, Redhead, NSW 2290",21,Noise Level Measurement,Description 192,6.66,Equipment 9,361.83,Non-Compliant,2,2134
12/4/2022,16,Alice Johnson,14,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",396,Water Quality Test,Description 1,2.87,Equipment 11,344.81,Compliant,5,3074
7/23/2022,14,Laura Clark,12,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",268,Air Quality Check,Description 56,1.14,Equipment 19,413.04,Compliant,2,3166
8/17/2022,8,Megan Lewis,20,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",53,Noise Level Measurement,Description 164,2.22,Equipment 14,279.9,Compliant,1,2868
4/9/2022,15,Kate Harris,9,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",356,Water Quality Test,Description 135,6.07,Equipment 13,359.15,Compliant,3,2509
8/17/2022,6,Zoe Ward,8,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",508,Noise Level Measurement,Description 126,3.81,Equipment 8,179.11,Compliant,3,3652
1/16/2022,13,Zoe Ward,16,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",142,Noise Level Measurement,Description 191,5.29,Equipment 19,68.75,Non-Compliant,4,3191
3/20/2022,9,Samantha Wright,8,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",747,Air Quality Check,Description 152,4.66,Equipment 5,8.51,Non-Compliant,5,2857
12/23/2022,24,Wendy Mitchell,17,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",215,Noise Level Measurement,Description 14,3.42,Equipment 20,446.08,Non-Compliant,3,4201
2/19/2022,15,Jane White,15,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",245,Air Quality Check,Description 145,7.53,Equipment 4,257.86,Compliant,3,3847
6/14/2022,22,Diana Taylor,22,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",637,Noise Level Measurement,Description 164,2.36,Equipment 2,180.18,Non-Compliant,3,455
10/3/2022,2,Hannah Moore,13,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",537,Soil Quality Test,Description 143,5.27,Equipment 11,252.07,Compliant,3,3878
1/21/2022,22,Laura Clark,3,Lambton Park,"Morehead Street, Lambton, NSW 2299",380,Noise Level Measurement,Description 11,1.58,Equipment 16,456.18,Non-Compliant,1,187
4/28/2022,6,Megan Lewis,7,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",636,Soil Quality Test,Description 196,1.15,Equipment 6,195.56,Non-Compliant,3,1146
6/23/2022,1,Olivia Hall,2,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",194,Air Quality Check,Description 66,1.52,Equipment 10,86.83,Non-Compliant,5,2333
10/7/2022,25,Grace Jones,19,Waratah Park,"Turton Road, Waratah, NSW 2298",134,Air Quality Check,Description 28,4.46,Equipment 2,475.89,Non-Compliant,5,2090
12/26/2022,5,Fiona Wilson,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",939,Air Quality Check,Description 103,1.17,Equipment 3,29.36,Compliant,1,3747
7/23/2022,16,Isabella Thompson,14,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",490,Soil Quality Test,Description 125,4.1,Equipment 13,335.16,Compliant,5,4584
1/15/2022,11,Wendy Mitchell,9,King Edward Park,"Reserve Road, Newcastle, NSW 2300",616,Air Quality Check,Description 137,1.55,Equipment 7,248.85,Non-Compliant,4,3592
6/10/2022,2,Uma Allen,10,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",228,Water Quality Test,Description 113,6.86,Equipment 6,86.99,Non-Compliant,1,3893
11/13/2022,22,Beth Smith,9,Merewether Beach,"John Parade, Merewether, NSW 2291",863,Water Quality Test,Description 192,1.33,Equipment 9,497.28,Compliant,5,3035
